12305325,5.25
12312046,4.33
12315973,5.25
12308098,4.23
12315402,8.07
12313234,7.95
12317299,6.55
12323261,7.67
12322842,8.25
12326727,7.67
12315041,6.82
12316804,5.79
12321184,7.85
12317616,8.49
12307536,5.63
12320436,5.03
12315677,6.11
12316570,7.75
12319834,5.59
12322275,5.89
12326934,4.51
12316347,4.32
12306991,5.63
12316180,6.78
12323048,4.32
12310715,5.38
12318496,5.73
12308676,8.14
12315255,4.63
12318430,5.52
12324769,8.15
12321604,5.04
12323276,7.26
12311256,4.13
12314731,6.41
12324741,1.42
12319100,3.92
12311274,6.9
12322242,4.29
12313214,8.92
12313389,7.07
12311479,6.32
12309014,8.78
12311066,6.66
12306441,7.73
12307897,7.23
12313961,6.58
12317490,7.88
12320913,6.37
12307113,6.73
12317427,7.15
12310045,3.84
12318366,1.48
12321401,6.47
12308444,3.36
12321224,4.63
12305713,7.93
12318143,6.59
12320872,8.6
12310587,5.16
12313510,7.07
12324961,6.45
12322227,5.99
12314143,1.52
12323902,6.22
12317330,6.9
12301304,5.68
12318365,4.25
12317518,8.07
12326470,6.99
12312672,6.1
12313050,5.88
12324876,5.73
12309731,9.56
12325552,3.88
12306963,6.53
12306735,5.56
12322890,5.55
12317495,4.48
12308941,6.67
12314331,8.19
12318606,7.32
12321658,6.73
12313460,7.71
12318814,8.68
12307240,6.81
12318939,5.36
12320100,5.55
12321208,3.42
12323887,5.97
12317960,5.99
12309620,8.18
12324584,4.73
12314586,7.49
12316234,4.77
12322958,7.97
12315784,8.05
12318277,7.89
12315058,6.21
12317852,9.04
12324619,6.44
12311317,5.23
12308520,2.16
12321292,8.16
12314470,5.68
12316805,4.67
12312973,7.74
12307181,5.49
12321465,1.85
12320342,7.75
12315577,7.05
12319687,6.86
12322398,8.75
12308018,6.41
12314176,5.55
12308196,2.77
12315200,8.85
12315981,2.97
12312226,6.93
12302248,2.85
12310781,7.32
12312108,5.6
12317700,8.03
12310795,4.81
12325032,8.03
12311226,0.9
12306053,1.75
12303934,6.82
12318788,5.56
12313994,5.25
12318110,7.27
12311548,7.16
12320343,5.89
12310454,6.81
12312410,6.71
12305927,7.85
12310804,5.38
12309123,3.97
12323347,7.26
12323094,6.4
12319547,5.52
12302772,3.56
12312608,7.12
12325303,4.58
12305880,2.99
12308608,4.68
12309274,5.1
12317205,5.3
12303921,4.27
12324657,9.51
12316442,4.84
12313597,8.05
12326125,4.51
12313563,5.86
12322147,7.53
12302639,2.27
12316439,6.66
12324683,2.82
12326681,4.29
12323180,5.55
12307747,2.7
12314047,6.58
12320220,3.97
12317571,5.63
12311406,5.16
12324842,5.35
12310674,6.62
12321270,8.58
12319918,6.41
12312308,5.6
12321086,7.6
12314436,6.82
12325761,4.36
12308937,4.7
12323606,5.79
12315661,7.04
12305940,5.71
12306686,5.11
12316331,3.63
12314835,3.22
12322963,7.45
12318395,6.47
12325594,6.78
12323573,5.19
12318759,7.36
12318297,6.99
12317334,5.9
12322320,4.81
12307261,9.27
12310564,3.84
12308458,9.11
12312842,5
12310104,8.81
12312154,3.79
12317504,8.03
12319364,5.56
12301080,6.25
12310630,6.26
12315810,8.62
12323057,5.85
12323472,6.34
12320307,0
12308101,6.84
12319403,1.64
12307217,6.52
12313807,3.19
12314623,2.61
12321294,7.18
12309598,4.4
12309643,5.25
12315464,6.81
12319979,4.16
12315232,6.04
12301180,7.45
12312055,4.19
12305823,4.25
12310791,7.15
12311643,4.07
12319076,4.42
12312772,8.51
12308210,2.54
12320056,8.92
12313686,4.07
12321456,4.12
12324507,8.07
12313476,8.12
12305986,6.71
12321593,6.38
12324525,8.38
12309937,7.15
12316341,6.37
12313424,8.71
12322831,6.73
12322259,5.48
12314239,5.53
12324608,5.24
12325266,9.12
12324047,7.58
12309718,2.37
12311517,6
12316299,7.15
12313246,5.33
12313213,5.77
12317140,5.4
12313900,6.15
12318607,5.59
12309971,7.12
12324540,7.68
12306542,5.82
12317720,4.93
12323689,5.32
12317466,7.7
12310779,8.68
12317128,3.08
12321157,6.01
12310152,7.01
12310119,7.25
12316318,3.63
12309902,5.99
12323105,5.01
12318329,5.67
12319379,8.82
12320650,9.01
12311131,3.86
12320561,7.16
12305419,2.86
12321019,1.19
12319301,5.37
